Uuid,Void/Retire,Name,Concept Drug,Concept Dosage Form,Strength,_version:1
a722710f-403b-451f-804b-09f8624b0838,,Aspirin 162.5mg,71617AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,162.5mg,
20e0d495-b906-405e-9cc7-1a18e14a5612,,Atenolol 100mg,1e10d8c9-36f0-4d6b-8ff6-7a453876d512,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,100mg,
8b8aceae-7a1e-49d1-823a-ae657ea4184f,,Atenolol 25mg,1e10d8c9-36f0-4d6b-8ff6-7a453876d512,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,25mg,
41acb9e7-5737-41fb-8931-746355fc0beb,,Atenolol 75mg,1e10d8c9-36f0-4d6b-8ff6-7a453876d512,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,75mg,
93ac42d5-b121-4e7c-9f80-37f50bcaff64,,Bacitracin 500U/g,2dc41359-1deb-4a83-b5ae-82c7df066bb4,0689bb6e-9371-4a0f-ad1c-63c135b1714d,500U/g,
1a9438b3-0cfb-4bef-b4fc-dc4324bb4134,,Benadryl 25mg,1d4d3f02-ccf9-4c9e-b321-486b75c50924,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,25mg,
fcc75458-0d8e-4921-b6a8-baf5a7e26d8e,,Benadryl 50mg,1d4d3f02-ccf9-4c9e-b321-486b75c50924,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,50mg,
02005fc7-625e-40de-bfbe-872f85b48e07,,Betamethasone 0.05%,213140e7-8ea5-467e-8915-014de88149b2,0689bb6e-9371-4a0f-ad1c-63c135b1714d,0.05%,
19bf89f5-6f1b-4b11-82b7-686d619f5667,,Biaxin 250mg,a4391c57-549b-4047-8971-c3fa72e140b5,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,250mg,
8c855783-fc73-4b3a-a415-4ca6a2b9560e,,Captopril 12.5mg,f5e348b5-ecd5-47cf-9a37-78e7ef08978d,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,12.5mg,
864df3a3-cbda-48d7-86fb-6059b6db713b,,Captopril 25mg,f5e348b5-ecd5-47cf-9a37-78e7ef08978d,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,25mg,
d9d1d81a-ab7c-47f5-9dbc-f837b82b4a30,,Captopril 50mg,f5e348b5-ecd5-47cf-9a37-78e7ef08978d,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,50mg,
bb8a1afa-9dbc-477d-93b3-411f03f742f7,,Ceclor 250mg/5ml,73e70d41-9b9c-467d-b7a8-8ca548d34031,94ecbbb3-71b7-407b-bac4-3279abbf1b69,250mg/5ml,
40c49aab-41f0-4782-a1c7-88d190e4ffae,,Ceftin 125mg/5ml,3c1e94bf-2892-461c-8d95-32bd533802a6,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,125mg/5ml,
a6bb9b34-7417-4602-b2c4-62f8559c0ef9,,Chloroquine 250mg,7c929bab-b652-4ef1-b0de-6d98c6cee180,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,250mg,
28137a3d-215c-4b8f-bda1-ee13e5bb4bd5,,Chloroquine 500mg,7c929bab-b652-4ef1-b0de-6d98c6cee180,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,500mg,
372d5752-dc7b-487e-b450-e7cdabacef50,,Cipro 750mg,a5a5aaf1-541e-4ca6-9753-bd4b0e479f81,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,750mg,
2976fb3e-a020-4a29-8424-878928607e01,,Claritin 10mg,2950f6c0-e75a-458e-9585-4096b9c759bf,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,10mg,
3e14295d-63f7-4876-8767-cf93f9c6ca68,,Claritin 5mg/5ml,2950f6c0-e75a-458e-9585-4096b9c759bf,94ecbbb3-71b7-407b-bac4-3279abbf1b69,5mg/5ml,
b4abf73f-d647-49a7-9957-a16983d8b211,,Cleocin 150mg,be063ef1-5a35-491c-b521-fd93bcad0117,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,150mg,
8035131f-4346-481b-b746-84837e900781,,Cleocin 450mg,be063ef1-5a35-491c-b521-fd93bcad0117,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,450mg,
c76ca2a3-c70e-42cd-9618-500ebf3f2474,,Deltasone 10mg,8d27dba5-b2ee-4f02-acb7-49e63267cdfe,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,10mg,
8a9fdf80-2caa-407d-96a7-a5701a140e6a,,Deltasone 20mg,8d27dba5-b2ee-4f02-acb7-49e63267cdfe,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,20mg,
c259b78f-6dac-4749-a21f-935646bc3c0d,,Deltasone 40mg,8d27dba5-b2ee-4f02-acb7-49e63267cdfe,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,40mg,
efb8b933-04cc-4f2f-8499-94a8b7b58027,,Deltasone 5mg,8d27dba5-b2ee-4f02-acb7-49e63267cdfe,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,5mg,
22ce4524-954e-41c2-a995-91ef80cad806,,Diclofenac 50mg,391d02a4-2640-4d7b-900f-f74de8e1b6ed,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,50mg,
fb1509f8-0287-4111-a58c-e4f48fa6575d,,Diflucan 100mg,32d6f1a8-7a0d-46f7-845a-84e3a27e686e,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,100mg,
f32f7a3f-d27f-412d-a91c-d8d99fad464e,,Diflucan 150mg,32d6f1a8-7a0d-46f7-845a-84e3a27e686e,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,150mg,
f944281f-8655-4897-9fdb-6cc038d094f9,,Erythromycin 125mg/5ml,bbd3baa3-64bc-443d-b794-d684b413d7dd,94ecbbb3-71b7-407b-bac4-3279abbf1b69,125mg/5ml,
7a6c2021-7be0-46eb-bc03-b88b6d2f5ba6,,Erythromycin 250mg/5ml,bbd3baa3-64bc-443d-b794-d684b413d7dd,94ecbbb3-71b7-407b-bac4-3279abbf1b69,250mg/5ml,
ef56eef4-8be8-4c7b-af5b-38577d7b0e96,,Eucerin,8d26417d-5d45-4ca8-9d91-c18ae5792c8b,32b26cbd-818c-453c-8649-1cdc62e50d41,,
89e1bd4d-2d1e-4c1b-92ca-1d997943020d,,Flagyl 500mg,f9608d19-a304-4508-9074-4858cd3ccbed,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,500mg,
f6f88eca-f59c-4859-8a7a-d005a59691ce,,Flexeril 10mg,4d159957-5f5c-444c-9637-8ab41e564f1f,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,10mg,
52b9f66b-cb47-487a-9452-00e036fe1dd8,,Flonase 50mcg,59c4799f-151b-4479-a9c8-a05a27893d29,162375AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,50mcg,
6b8a0e60-09ee-4d93-b46a-3ab8cab22b29,,Gatorade,28001e9e-9369-421a-8e01-f2d9d68f0784,90a3f930-2eef-4a2e-8427-5359607c7b13,,
1fb6be75-14f1-4171-af87-2a7fb223a806,,Gentamicin 0.3%,1b6b830c-068d-460d-8411-c42ffe7b0331,90a3f930-2eef-4a2e-8427-5359607c7b13,0.30%,
85dc7fa9-2cbb-42ca-a7a8-244465f4f737,,Gentian Violet 1%,c30f5267-e067-4e01-9b88-8f4ee5c7c069,90a3f930-2eef-4a2e-8427-5359607c7b13,1%,
9a0b84c9-6c80-4fc0-9764-43a870b2a432,,Hydrocortisone 1%,a2956625-0a07-48b7-9344-3cb707dcd542,0689bb6e-9371-4a0f-ad1c-63c135b1714d,1%,
f116a3d6-3019-4e7c-9a1f-42c681144a31,,Hydrocortisone 2.5%,a2956625-0a07-48b7-9344-3cb707dcd542,0689bb6e-9371-4a0f-ad1c-63c135b1714d,2.50%,
c15080cf-f142-46be-8dd3-7193958c4e93,,Inderal IR 10mg,8540ed16-f5ba-4abb-b707-6abd20032a84,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,10mg,
22e9616c-b0c0-4d3e-95e9-173750386d61,,Inderal IR 20mg,8540ed16-f5ba-4abb-b707-6abd20032a84,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,20mg,
23e8de30-5b3c-4371-a185-200556fa0951,,Inderal IR 40mg,8540ed16-f5ba-4abb-b707-6abd20032a84,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,40mg,
997f4df8-0cdd-47bc-ba71-a01c6bcd3b89,,Inderal IR 60mg,8540ed16-f5ba-4abb-b707-6abd20032a84,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,60mg,
ec734d5e-53c3-4d59-8c3a-3ce9c9360bc9,,Iron IR 325mg,d49e1658-7a16-41d2-8937-4c785a8f6d4b,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,325mg,
9bab903e-6312-4c6a-95dc-149c86e752ad,,Lasix 10mg,9f6c3927-2a31-485c-8735-f10b9951aef9,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,10mg,
db08ac66-5b79-4e29-a799-6c9b76d3c40b,,Lasix 40mg,9f6c3927-2a31-485c-8735-f10b9951aef9,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,40mg,
7edcd7d4-ca9f-45f8-b591-bcf0985e7213,,Lasix 60mg,9f6c3927-2a31-485c-8735-f10b9951aef9,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,60mg,
cf76df0e-4571-4f7a-9a66-cb7122134077,,Lasix 80mg,9f6c3927-2a31-485c-8735-f10b9951aef9,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,80mg,
39c32716-b384-4dd8-84c7-324786e015b3,,Levaquin 500mg,98dbb9b2-9859-4b68-b08a-78f88f629d40,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,500mg,
d88a415d-1532-4d6e-9b47-b0264aa84485,,Metro-gel 0.75%,f9608d19-a304-4508-9074-4858cd3ccbed,0689bb6e-9371-4a0f-ad1c-63c135b1714d,0.75%,
92e5fe31-7eb4-4bdc-a245-e359715eee0e,,Motrin Chilren's 100mg/5ml,ff5cdb18-0258-4467-bf1f-35c7b6339767,94ecbbb3-71b7-407b-bac4-3279abbf1b69,100mg/5ml,
5939e5cd-cc6e-470a-bd7d-d1353e9174be,,Motrin Infant's 50mg/1.25ml,ff5cdb18-0258-4467-bf1f-35c7b6339767,94ecbbb3-71b7-407b-bac4-3279abbf1b69,50mg/1.25ml,
9dcd95b2-afe2-4d51-8b88-17211966fd65,,Neosporin,e28a653a-d7fc-4158-989f-9515963ea3db,0689bb6e-9371-4a0f-ad1c-63c135b1714d,,
c6308b9c-00f1-476c-aa61-745bb26e0f71,,Neurontin 300mg,0c0563de-cd06-49de-8b31-af79d668b81b,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,300mg,
294c26b6-a5c8-454e-b9b7-16d103584b3d,,Neurontin 600mg,0c0563de-cd06-49de-8b31-af79d668b81b,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,600mg,
9a118208-e8a4-4af2-bb3a-f0bf02649e75,,Neurontin 900mg,0c0563de-cd06-49de-8b31-af79d668b81b,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,900mg,
d63618a1-258b-40e2-b46a-50130d9a4573,,Norvasc 2.5mg,71137AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,2.5mg,
b3540868-910d-456c-8cba-459f4b5fe9ff,,Pepcid 20mg,76178AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,20mg,
c36a8c91-0c4d-4be3-950b-f5f07428a816,,Pepcid 40mg,76178AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,40mg,
84945f45-3a3c-4d57-bc34-b474cf7ad612,,Prevacid 15mg,6a5c3069-492d-4aa3-99a1-93497fb3d1c9,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,15mg,
b73ac801-cf29-4e21-a2b2-a5288222d34c,,Prevacid 30mg,6a5c3069-492d-4aa3-99a1-93497fb3d1c9,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,30mg,
5a244df6-7cee-44da-89b0-f9bf732ffbed,,Proscar 1mg,e2650794-cf62-4a1a-a678-0bcc3bf21323,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1mg,
1baa0c9d-5c1b-4673-bc8b-732c556c7c68,,Proscar 5mg,e2650794-cf62-4a1a-a678-0bcc3bf21323,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,5mg,
7a4861ec-81ab-4989-95b6-df5a9bd16651,,Protonix 40mg,b3ed709f-f800-4ea9-bbba-f52c69ef0d86,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,40mg,
e61b5364-5d97-40bd-9557-a555f232fc43,,Proventil 200mcg,445f380a-f693-4100-9c9a-e43b73635039,658c1b9c-51c8-4734-8bf2-80e750c7889f,200mcg,
b8655f3b-ec83-418a-b767-54c053fbd743,,Proventil 400mcg,445f380a-f693-4100-9c9a-e43b73635039,658c1b9c-51c8-4734-8bf2-80e750c7889f,400mcg,
c9544877-0a60-462f-9b7c-c8bb57380831,,Pulmicort Flexhaler 180mcg,7e31f224-d756-41e6-9fd0-eb5ce3985460,658c1b9c-51c8-4734-8bf2-80e750c7889f,180mcg,
70e97a3d-0084-400a-aace-50b50dc04ed4,,Pulmicort Flexhaler 360mcg,7e31f224-d756-41e6-9fd0-eb5ce3985460,658c1b9c-51c8-4734-8bf2-80e750c7889f,360mcg,
e1a092b6-10f6-438e-aa6d-2b0d1059403e,,Rocephin 2g,73041AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,90a3f930-2eef-4a2e-8427-5359607c7b13,2g,
bc56515a-cfb0-4dcd-a6e6-351e3bf1154c,,Saline flush 0.9%,f7977809-0fbe-47a4-8905-e375bcb31f3f,90a3f930-2eef-4a2e-8427-5359607c7b13,0.90%,
cd228fc7-699d-4d47-a11f-9e72c8e940f1,,Spiriva HandiHaler 18mcg,33bf57ae-526a-469f-8e88-a2fd07bd9da9,658c1b9c-51c8-4734-8bf2-80e750c7889f,18mcg,
88b343c0-a9e9-4b45-b57e-cc7014ab7f34,,Sulfacetamide 0.1,516e7c1e-9019-4c19-a853-862e4a8fd8c1,90a3f930-2eef-4a2e-8427-5359607c7b13,10%,
29050ed9-d91e-4ced-8d18-8d37f5d55be2,,Tylenol 500mg,70116AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,500mg,
9d3011b1-5be6-47b0-825b-851ad385c6d9,,Tylenol Chilren's 160mg/5ml,70116AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,94ecbbb3-71b7-407b-bac4-3279abbf1b69,160mg/5ml,
07a5d160-973c-422b-89db-9aeddd8d70a1,,Voltaren 1%,eac72f49-5761-42bd-94f5-d2ea19810bd1,0689bb6e-9371-4a0f-ad1c-63c135b1714d,1%,
b7c41b8b-aa72-4749-9649-2684488a9406,,Zestril 10mg,78945AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,10mg,
d6f041d9-cf9b-4208-87fa-355a4ef6fcaa,,Zofran 8mg,6ff87358-869f-4756-b74d-dda05de51848,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,8mg,
3cff7277-8c40-40fe-bdee-79c04376447b,,Zyrtec 10mg,dfeb53e9-4253-42fc-8f6e-edc6213c9515,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,10mg,
1f00446e-7247-4c01-88b3-8ca215e29e23,,Zyrtec 1mg/1ml,dfeb53e9-4253-42fc-8f6e-edc6213c9515,94ecbbb3-71b7-407b-bac4-3279abbf1b69,1mg/1ml,
2c9027fa-3723-491c-bbed-8989f0d4dabe,,Acetasol 1%+2%,3332a02d-c154-45e8-ae0a-b9d36c899770,90a3f930-2eef-4a2e-8427-5359607c7b13,1%+2%,
c6f97741-1f9c-4b25-8af1-dcf3fe720d7a,,Bactoclav 500mg+125mg,dbd7f53b-ea41-4cdd-bfe1-32d47536b469,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,500mg+125mg,
cd280c73-ebfd-4213-8706-3ebce0019156,,Breo 100mcg+25mcg,39aee96f-314c-4535-a249-171b4191b70f,658c1b9c-51c8-4734-8bf2-80e750c7889f,100mcg+25mcg,
e153441b-af4a-4fcf-aa7f-3bc2419520fa,,Breo 200mcg+25mcg,39aee96f-314c-4535-a249-171b4191b70f,658c1b9c-51c8-4734-8bf2-80e750c7889f,200mcg+25mcg,
3ac7c011-1168-4eb6-b071-6ee11d1e2b24,,Combivent 18mcg+103mcg,36b65481-8912-496e-b26a-10da10cd1d4e,658c1b9c-51c8-4734-8bf2-80e750c7889f,18mcg+103mcg,
c5551705-ce62-4054-97e1-7eba697c0b77,,Malarone 1g+400mg,5a2b62f9-6254-4ef1-925b-0224f8dfefb1,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1g+400mg,
6bea54c9-97d5-4a9b-90fe-ee5ac2a9dd1c,,Malarone 250mg+100mg,5a2b62f9-6254-4ef1-925b-0224f8dfefb1,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,250mg+100mg,
0ade342f-abe3-4195-bcf4-16e2b502da26,,Proventil 2.5mg,445f380a-f693-4100-9c9a-e43b73635039,658c1b9c-51c8-4734-8bf2-80e750c7889f,2.5mg,
9bb16770-8205-4360-b7e3-86d2d4cf08fb,,Rocephin 250mg,73041AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,90a3f930-2eef-4a2e-8427-5359607c7b13,250mg,
2819e041-6657-4a27-8472-07563eb6038f,,Acétaminophene Sirop 120mg/5ml,70116AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,94ecbbb3-71b7-407b-bac4-3279abbf1b69,120mg/5ml,
b89f03d9-a61b-4d4e-9636-5b28fdef4525,,Acétaminophene Co 500mg,70116AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,500mg,
b61b29d2-41ee-4079-8fbb-a054596b7ae1,,Acétaminophene Gtts 60mg/ml,70116AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,94ecbbb3-71b7-407b-bac4-3279abbf1b69,60mg/ml,
b5b194a3-efc9-47b0-8406-db87092c23e2,,Rapidal Plus 162.5mg+100mg,46a9fa37-d6f2-4f72-8a16-c1a76008f508,94ecbbb3-71b7-407b-bac4-3279abbf1b69,162.5mg+100mg,
4eb11496-3275-4087-ab5c-b1e4ea885e99,,Acide Folique Co 5mg,9486be67-f05f-44a3-8962-0746f0904f1b,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,5mg,
123c4342-552a-4db9-bb0b-a7d0bd2e5849,,Acyclovir Co 400mg,783aff6f-c427-4511-8df4-872b87fad050,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,400mg,
45aaf344-e567-4716-be52-4a7a642305c1,,Acyclovir Sirop 200mg,783aff6f-c427-4511-8df4-872b87fad050,94ecbbb3-71b7-407b-bac4-3279abbf1b69,200mg,
a74fe93c-b023-4159-8bd6-5d40a0909636,,Acyclovir creme 3%,783aff6f-c427-4511-8df4-872b87fad050,0689bb6e-9371-4a0f-ad1c-63c135b1714d,3%,
22269776-0866-4d7f-b4f6-901d31531f83,,Acyclovir ophtalmique 5%,783aff6f-c427-4511-8df4-872b87fad050,0689bb6e-9371-4a0f-ad1c-63c135b1714d,5%,
77addc86-5036-4a82-b722-826635e1ce0b,,Adrenaline Injection 1mg,d770fc0a-1482-4078-b0cd-9a91d9afe0e5,bd1b2599-84d2-4f33-ba25-4f6d42d147a5,1mg,
37302e59-9824-4ec3-a8f7-6b491a5ee183,,Albendazole Co 400mg,8f668b49-584f-4cba-b0f2-817a8aaf50c4,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,400mg,
7bf6328a-4194-484e-846f-a98bd41634e8,,Albendazole Sirop 400mg/10ml,8f668b49-584f-4cba-b0f2-817a8aaf50c4,94ecbbb3-71b7-407b-bac4-3279abbf1b69,400mg/10ml,
39a96958-781f-4d84-a9e8-56f6dfbf9061,,Albuterol Inhalation 2.5mg/3ml,445f380a-f693-4100-9c9a-e43b73635039,658c1b9c-51c8-4734-8bf2-80e750c7889f,2.5mg/3ml,
c3fb68d0-ba3d-4b94-bcb8-b2286d9b0358,,Alpha Métyl Dopa Co 250mg,84bb5c70-878b-45c3-96e7-3282e4121e02,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,250mg,
58a9f6d0-1092-4c9c-b195-fbd7e43b39dd,,Aminovit Gtts,e0cf9a43-ec8a-4b41-a856-688983c1a974,94ecbbb3-71b7-407b-bac4-3279abbf1b69,N/A,
c91f7481-cb7b-40ad-92cc-e8f54534de29,,Amlodipine Co 10mg,71137AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,10mg,
1eebc619-5593-44be-9057-041df86b06ae,,Amoxycilline Sirop 125mg,627a6041-ad81-4968-8adf-2f49aec4433b,94ecbbb3-71b7-407b-bac4-3279abbf1b69,125mg,
d879219a-a74d-4a4a-a893-ebeb5594c629,,Amoxycilline Co 500mg,627a6041-ad81-4968-8adf-2f49aec4433b,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,500mg,
a0f54b5b-0eda-49aa-82be-3634df0de78f,,Ampiciline Injection vial 1g,f9f69437-669d-4a3e-930b-b36994a2f9d4,bd1b2599-84d2-4f33-ba25-4f6d42d147a5,vial 1g,
c3e48c79-8b02-4442-9480-8f656a353b89,,Othorinol Gouttes 30mg,07470e7f-f959-4344-89f6-8e6a0f442bef,90a3f930-2eef-4a2e-8427-5359607c7b13,30mg,
8e89914e-560b-4ac1-851c-ffeb54cb677f,,Apetamine Sirop,66de98f3-03e1-4733-9534-1f59dee19429,94ecbbb3-71b7-407b-bac4-3279abbf1b69,N/A,
a42089dd-e91e-49a3-8c17-8571f2e5a404,,Apressoline Injection vial 20mg,a6ba4400-1db2-4d47-854f-3342204995ba,bd1b2599-84d2-4f33-ba25-4f6d42d147a5,vial 20mg,
02dd2a8e-1a8f-49cb-bc06-daf9e1af16ba,,Aspirine Co 81mg,71617AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,81mg,
dae4050d-c309-4a20-a62e-e84d192e1e87,,Atenolol Co 50mg,316441ec-c0fd-44bc-a040-c68f4da8d228,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,50mg,
2e2bf852-a920-41cd-bc27-65f1da248045,,Azythromycine Co 500mg,71780AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,500mg,
4f93c00b-cf6e-48a1-b1da-ab3551915e25,,Bebe Sirop,ca2598c9-64d9-475a-b506-b6cc81741a61,94ecbbb3-71b7-407b-bac4-3279abbf1b69,N/A,
c872abc2-47ed-4eb2-bd6e-b6dbf6d6a95f,,Benzyl Benzoate Lotion 25%,1b296ced-55cc-48b7-96c3-9447267d1302,32b26cbd-818c-453c-8649-1cdc62e50d41,25%,
3f9e7636-7443-45bf-a3fb-fd0530d3d43a,,Bromexhine Sirop 4mg/5ml,7736310e-38d7-4a06-804b-086874b76876,94ecbbb3-71b7-407b-bac4-3279abbf1b69,4mg/5ml,
1d153d70-219e-4683-96c2-c1337a2eea85,,Calamine lotion,d08ec8fe-2d91-489f-a416-16af0a043b0b,32b26cbd-818c-453c-8649-1cdc62e50d41,N/A,
1483054c-f2e7-499c-adf2-7c9a51ccc055,,Captopril Co 25mg,f5e348b5-ecd5-47cf-9a37-78e7ef08978d,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,25mg,
368866e6-0b82-4049-8f10-9fc2bbf43066,,Ceftriaxone Injection vial 1g,73041AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,bd1b2599-84d2-4f33-ba25-4f6d42d147a5,vial 1g,
da1aafd5-78a3-4848-8057-63a424b0aead,,Chloroquine Sirop 25mg/5ml,b48e38a8-b121-4cdf-91b9-469acd99273b,94ecbbb3-71b7-407b-bac4-3279abbf1b69,25mg/5ml,
588c4abc-3b4b-43c8-a55f-5e80b2c90f1e,,Chloroquine Co 250mg,b48e38a8-b121-4cdf-91b9-469acd99273b,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,250mg,
9b305550-beb8-4c7b-a800-caab72438430,,Ciprofloxacin Co 500mg,a5a5aaf1-541e-4ca6-9753-bd4b0e479f81,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,500mg,
ee3e761a-3d43-4c51-98a3-cc2bd94946b6,,Clarithromycine Co 500mg,a4391c57-549b-4047-8971-c3fa72e140b5,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,500mg,
1a2354cb-3a85-4af9-8f36-d5146bda46a1,,Cloxacilline Co 500mg,1b535529-68fb-4bb5-bb5a-202ec74efb1d,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,500mg,
ea44b958-6805-40ad-a6e3-7b67aa2fe0d1,,Cloxacilline Sirop 250mg/5ml,1b535529-68fb-4bb5-bb5a-202ec74efb1d,94ecbbb3-71b7-407b-bac4-3279abbf1b69,250mg/5ml,
1cd391d8-ed72-4c61-a203-faf40bee6921,,Augmentin Co 625mg,a4615855-e041-4352-baae-339940d274f7,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,625mg,
f0ab1781-bf08-4c5e-9b32-2d51e1d5a38c,,Bactoclav Sirop 312.5mg,a4615855-e041-4352-baae-339940d274f7,94ecbbb3-71b7-407b-bac4-3279abbf1b69,312.5mg,
eb4fedd3-154d-43f8-ad6c-d89930b1e175,,Dexamethasone Injection vial 8mg,e4a0426a-4235-416d-8089-84ae113808d6,bd1b2599-84d2-4f33-ba25-4f6d42d147a5,vial 8mg,
ec535874-98d9-463c-a12a-42fa070c2f22,,Dextrose Normal Saline 0.9%,8f29cfad-b34f-463b-b4f8-9ea56e4ea9d3,90a3f930-2eef-4a2e-8427-5359607c7b13,0.90%,
3bc9e3a2-c85a-488b-b9a7-8e5fcafe2f81,,Dextrose Normal Saline 0.45%,8f29cfad-b34f-463b-b4f8-9ea56e4ea9d3,90a3f930-2eef-4a2e-8427-5359607c7b13,0.45%,
f6438215-66a1-4e8f-a57a-b747981fd8f6,,Dextrose Water 5%,49be9771-c89d-4b0d-a03c-ecd6283f0caa,90a3f930-2eef-4a2e-8427-5359607c7b13,5%,
f8e266ec-24c9-4f64-89b0-33f1a052bd57,,Dextrose Water 10%,49be9771-c89d-4b0d-a03c-ecd6283f0caa,90a3f930-2eef-4a2e-8427-5359607c7b13,10%,
